Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
0.0,18,1,0,1,1,1,20900.0,973.3333333333334,0.0,0.0,0.0,-180.0,12,7,-591.0,22.0,6.0,,,,-27,113.33333333333333,591.0,176.0,173.33333333333334,80.0,15.0,3.1685130755127524,360.0,161.0,547.44,54.0,20.0,5.126953125,0.00017727602727929105,2.8228981997060103,253.33333333333334,5349.0,654.5551696500133
0.0,18,1,0,1,1,1,21873.333333333332,973.3333333333334,0.0,10.0,0.0,-191.0,12,8,-610.0,22.0,6.0,,,,-28,113.33333333333333,610.0,146.0,176.66666666666666,83.33333333333333,8.0,3.413300198455474,346.6666666666667,143.0,534.1066666666667,54.0,24.0,5.2001953125,0.00029134053240179985,2.751645282396979,250.0,5229.0,544.2622950819672
0.0,18,1,0,1,1,1,22856.666666666668,983.3333333333334,10.0,-6.6666666666667425,0.0,-179.0,13,8,-629.0,21.0,6.0,,,,-25,113.33333333333333,641.0,166.0,203.33333333333334,110.0,7.0,3.9845822181338733,393.3333333333333,157.0,549.2333333333332,56.0,28.0,5.45654296875,0.00012015038577690977,2.641630940237847,243.33333333333334,5378.0,750.1121962686726
0.0,18,1,0,1,1,1,23833.333333333332,976.6666666666666,-6.6666666666667425,-10.0,0.0,-150.0,12,7,-621.0,21.0,6.0,,,,-21,110.0,621.0,168.0,173.33333333333334,76.66666666666667,10.0,2.668919654599243,330.0,144.0,476.9266666666667,52.0,21.0,5.13916015625,0.00012729658921167662,2.832329975476472,256.6666666666667,5636.0,608.5701737875651
0.0,18,1,0,1,1,1,24800.0,966.6666666666666,-10.0,3.3333333333333712,0.0,-143.0,12,8,-580.0,22.0,6.0,,,,-22,113.33333333333333,580.0,149.0,180.0,86.66666666666667,5.0,3.74682322696248,340.0,148.0,528.4666666666667,52.0,72.0,4.58984375,0.00021139001370988123,2.538228097825687,310.0,5717.0,1017.797552836485
0.0,18,1,0,1,1,1,25770.0,970.0,3.3333333333333712,-3.3333333333333712,0.0,-192.0,12,6,-612.0,21.0,6.0,,,,-26,110.0,642.0,166.0,173.33333333333334,76.66666666666667,10.0,3.0241915047157057,416.6666666666667,166.0,544.62,64.0,43.0,5.5908203125,5.092770199005051e-05,2.6125102492893832,270.0,5538.0,611.5149417330103
0.0,18,1,0,1,1,1,26736.666666666668,966.6666666666666,-3.3333333333333712,0.0,0.0,-154.0,12,7,-599.0,22.0,6.0,,,,-23,113.33333333333333,599.0,166.0,183.33333333333334,86.66666666666667,11.0,2.7407626981957556,423.3333333333333,154.0,545.1333333333333,59.0,25.0,6.787109375,2.0574603261241518e-05,3.0142232334417605,240.0,5560.0,619.087367835281
0.0,18,1,0,1,1,1,27703.333333333332,966.6666666666666,0.0,0.0,0.0,-197.0,12,7,-603.0,22.0,6.0,,,,-29,113.33333333333333,603.0,157.0,183.33333333333334,83.33333333333333,5.0,3.0022163787453984,336.6666666666667,161.0,545.1333333333333,48.0,29.0,6.5673828125,1.0656096388334754e-05,2.9673806168263264,240.0,5544.0,573.5212824765064
0.0,18,1,0,1,1,1,28670.0,966.6666666666666,0.0,0.0,0.0,-167.0,13,8,-606.0,21.0,6.0,,,,-24,113.33333333333333,619.0,145.0,180.0,86.66666666666667,6.0,3.435489452880592,430.0,173.0,548.4666666666667,52.0,32.0,6.48193359375,9.621600553952453e-05,2.8892337125792587,240.0,5634.0,619.2784060312332
0.0,18,1,0,1,1,1,29636.666666666668,966.6666666666666,0.0,6.6666666666667425,0.0,-184.0,12,7,-615.0,21.0,6.0,,,,-26,110.0,625.0,161.0,173.33333333333334,76.66666666666667,7.0,1.0293514098397303,396.6666666666667,167.0,545.1333333333333,65.0,29.0,5.38330078125,5.7840326724421744e-05,2.6986123208194193,250.0,5698.0,588.8
0.0,4,1,0,1,1,1,30610.0,973.3333333333334,6.6666666666667425,0.0,0.0,-207.0,12,7,-658.0,21.0,6.0,,,,-28,110.0,658.0,189.0,200.0,106.66666666666667,10.0,4.426094417068935,413.3333333333333,167.0,547.44,55.0,26.0,5.89599609375,2.2199458264041432e-05,2.7727695042353253,230.0,5618.0,621.1180124223603
0.0,18,1,0,1,1,1,31583.333333333332,973.3333333333334,0.0,-6.6666666666667425,0.0,-177.0,13,8,-569.0,21.0,6.0,,,,-27,113.33333333333333,586.0,173.0,173.33333333333334,96.66666666666667,30.0,2.9907966348537283,420.0,171.0,550.7733333333333,50.0,51.0,6.53076171875,1.7455306036335865e-05,2.82525827610751,250.0,5719.0,764.505119453925
0.0,4,1,0,1,1,1,32550.0,966.6666666666666,-6.6666666666667425,-3.3333333333332575,0.0,-204.0,12,7,-648.0,22.0,7.0,,,,-28,113.33333333333333,648.0,152.0,176.66666666666666,83.33333333333333,6.0,1.5459827760106801,423.3333333333333,169.0,548.4666666666667,68.0,29.0,6.53076171875,0.00027914642236223847,2.9359020734568504,240.0,5846.0,527.2633744855967
0.0,18,1,0,1,1,1,33513.333333333336,963.3333333333334,-3.3333333333332575,6.666666666666629,0.0,-176.0,12,8,-681.0,22.0,6.0,,,,-23,113.33333333333333,681.0,173.0,180.0,90.0,17.0,2.810004915334746,336.6666666666667,168.0,545.6466666666668,65.0,36.0,6.591796875,7.60265766261584e-05,2.9192985305324064,240.0,5875.0,666.9114047968674
0.0,18,1,0,1,1,1,34483.333333333336,970.0,6.666666666666629,-3.3333333333333712,0.0,-188.0,12,8,-617.0,22.0,6.0,,,,-27,113.33333333333333,617.0,156.0,170.0,70.0,11.0,2.386838013655124,390.0,163.0,544.62,66.0,46.0,5.615234375,7.421180210750472e-05,2.676785387302836,256.6666666666667,5952.0,656.7176745458754
0.0,18,1,0,1,1,1,35450.0,966.6666666666666,-3.3333333333333712,-6.666666666666629,0.0,-189.0,12,7,-637.0,21.0,6.0,,,,-25,110.0,662.0,172.0,176.66666666666666,80.0,7.0,3.265393519337188,410.0,167.0,545.1333333333333,63.0,47.0,5.615234375,6.067431226236529e-05,2.7447664642626064,246.66666666666666,5927.0,685.8822568792358
0.0,18,1,0,1,1,1,36410.0,960.0,-6.666666666666629,0.0,0.0,-173.0,12,7,-627.0,21.0,6.0,,,,-24,110.0,634.0,174.0,203.33333333333334,106.66666666666667,9.0,4.011806060181243,410.0,169.0,546.1600000000001,62.0,44.0,6.62841796875,7.671904902415414e-05,2.9212058470434235,213.33333333333334,5916.0,776.320977917981
0.0,18,1,0,1,1,1,37370.0,960.0,0.0,10.0,0.0,-143.0,13,8,-618.0,21.0,5.0,,,,-20,113.33333333333333,618.0,179.0,203.33333333333334,106.66666666666667,10.0,4.190817305725691,356.6666666666667,176.0,546.1600000000001,63.0,43.0,6.7138671875,5.128149607373081e-05,3.033993529887467,213.33333333333334,5748.0,652.3058252427184
0.0,18,1,0,1,1,1,38340.0,970.0,10.0,6.666666666666629,0.0,-183.0,12,7,-607.0,22.0,6.0,,,,-25,113.33333333333333,639.0,159.0,173.33333333333334,70.0,9.0,2.4738134052745817,400.0,169.0,544.62,54.0,50.0,5.11474609375,0.00020186197343709478,2.784845990709467,253.33333333333334,5533.0,679.5156906350384
0.0,18,1,0,1,1,1,39316.666666666664,976.6666666666666,6.666666666666629,-6.666666666666629,0.0,-181.0,13,8,-647.0,21.0,5.0,,,,-25,113.33333333333333,647.0,165.0,190.0,93.33333333333333,10.0,2.6719453267053126,420.0,178.0,546.9266666666666,64.0,39.0,5.18798828125,0.00019846851424630343,2.742013846621367,243.33333333333334,5660.0,666.934852109843
0.0,4,1,0,1,1,1,40286.666666666664,970.0,-6.666666666666629,10.0,0.0,-209.0,13,7,-657.0,21.0,5.0,,,,-28,113.33333333333333,657.0,170.0,183.33333333333334,86.66666666666667,10.0,3.380855594032525,413.3333333333333,165.0,544.62,58.0,35.0,6.494140625,0.0002298596593260013,2.9110182857101257,240.0,5655.0,665.9056316590563
0.0,18,1,0,1,1,1,41266.666666666664,980.0,10.0,3.3333333333333712,0.0,-179.0,13,7,-633.0,21.0,5.0,,,,-25,113.33333333333333,636.0,184.0,176.66666666666666,80.0,11.0,2.960866801633818,430.0,163.0,546.4133333333333,53.0,36.0,5.28564453125,0.0003133724569130278,2.8492286044463278,260.0,5389.0,580.5515239477503
0.0,4,1,0,1,1,1,42250.0,983.3333333333334,3.3333333333333712,3.3333333333332575,0.0,-202.0,13,8,-625.0,21.0,6.0,,,,-29,113.33333333333333,625.0,147.0,173.33333333333334,76.66666666666667,9.0,2.5744510526442763,420.0,171.0,549.2333333333332,45.0,45.0,5.1513671875,0.000724382005086586,2.8749249746393346,260.0,5137.0,560.0
0.0,18,1,0,1,1,1,43236.666666666664,986.6666666666666,3.3333333333332575,-6.666666666666629,0.0,-181.0,12,7,-629.0,21.0,6.0,,,,-25,110.0,629.0,156.0,203.33333333333334,103.33333333333333,9.0,3.931060516822466,416.6666666666667,163.0,548.72,52.0,23.0,6.50634765625,0.0007808593472833026,2.934394689689215,236.66666666666666,5001.0,678.4746635616561
0.0,18,1,0,1,1,1,44216.666666666664,980.0,-6.666666666666629,-3.3333333333333712,0.0,-154.0,12,7,-638.0,21.0,6.0,,,,-21,110.0,638.0,176.0,176.66666666666666,80.0,6.0,3.2258238429695467,433.3333333333333,168.0,546.4133333333333,64.0,35.0,5.1513671875,0.0005086451726591361,2.866791159188964,253.33333333333334,5351.0,550.6517076390033
0.0,18,1,0,1,1,1,45193.333333333336,976.6666666666666,-3.3333333333333712,6.6666666666667425,0.0,-167.0,12,7,-606.0,22.0,6.0,,,,-24,113.33333333333333,606.0,159.0,176.66666666666666,80.0,8.0,3.0405994930799807,416.6666666666667,168.0,546.9266666666666,55.0,33.0,5.2490234375,0.0006950621362763315,2.8861947571309345,253.33333333333334,5395.0,605.78426263679
0.0,18,1,0,1,1,1,46176.666666666664,983.3333333333334,6.6666666666667425,0.0,0.0,-173.0,12,7,-621.0,22.0,6.0,,,,-24,113.33333333333333,637.0,199.0,203.33333333333334,103.33333333333333,14.0,4.124512056568978,360.0,164.0,545.9,58.0,36.0,6.4697265625,0.0009786032889646473,2.919732585797527,233.33333333333334,5377.0,847.723704866562
0.0,18,1,0,1,1,1,47160.0,983.3333333333334,0.0,-10.0,0.0,-174.0,13,8,-647.0,21.0,5.0,,,,-24,113.33333333333333,647.0,164.0,206.66666666666666,110.0,8.0,3.6406278961994136,423.3333333333333,179.0,545.9,60.0,25.0,6.50634765625,0.0007857712887509388,2.932258841297586,230.0,5583.0,611.518043142262
0.0,18,1,0,1,1,1,48133.333333333336,973.3333333333334,-10.0,6.666666666666629,0.0,-188.0,12,7,-641.0,21.0,5.0,,,,-25,110.0,655.0,178.0,206.66666666666666,110.0,15.0,3.8971018679510756,376.6666666666667,165.0,544.1066666666667,58.0,22.0,6.48193359375,0.000664266883748924,2.9304615637415816,223.33333333333334,5586.0,512.7036572860886
0.0,18,1,0,1,1,1,49113.333333333336,980.0,6.666666666666629,-6.666666666666629,0.0,-164.0,13,8,-600.0,21.0,5.0,,,,-24,113.33333333333333,600.0,168.0,173.33333333333334,80.0,11.0,3.408439704023074,343.3333333333333,172.0,546.4133333333333,58.0,25.0,5.17578125,0.0008162365626521149,2.864406744216022,260.0,5648.0,647.4358974358975
0.0,4,1,0,1,1,1,50086.666666666664,973.3333333333334,-6.666666666666629,3.3333333333332575,0.0,-240.0,12,7,-677.0,22.0,6.0,,,,-31,113.33333333333333,677.0,195.0,206.66666666666666,113.33333333333333,9.0,4.035818609675587,416.6666666666667,168.0,547.44,57.0,24.0,6.4697265625,0.0008723942711821741,2.9132724288112417,220.0,5593.0,624.4125151067544
0.0,4,1,0,1,1,1,51063.333333333336,976.6666666666666,3.3333333333332575,0.0,0.0,-209.0,12,7,-681.0,22.0,6.0,,,,-27,113.33333333333333,681.0,187.0,210.0,116.66666666666667,11.0,4.110359250198414,420.0,170.0,546.9266666666666,57.0,26.0,6.48193359375,0.0003628585420337944,2.9131406881850412,220.0,5702.0,507.27539714323854
0.0,4,1,0,1,1,1,52040.0,976.6666666666666,0.0,-3.3333333333332575,0.0,-223.0,13,7,-627.0,20.0,5.0,,,,-29,110.0,680.0,175.0,170.0,76.66666666666667,8.0,2.379980265367056,433.3333333333333,171.0,546.9266666666666,52.0,35.0,5.35888671875,0.0004650969485049066,2.8998137428923854,260.0,5762.0,509.0497737556561
0.0,18,1,0,1,1,1,53013.333333333336,973.3333333333334,-3.3333333333332575,0.0,0.0,-171.0,13,8,-601.0,21.0,6.0,,,,-25,113.33333333333333,602.0,153.0,170.0,76.66666666666667,11.0,2.489937965203767,416.6666666666667,180.0,550.7733333333333,59.0,34.0,5.18798828125,0.0004970981298652182,2.843168597140192,253.33333333333334,5764.0,675.3803112432242
0.0,4,1,0,1,1,1,53986.666666666664,973.3333333333334,0.0,-6.6666666666667425,0.0,-212.0,12,6,-644.0,21.0,6.0,,,,-29,110.0,644.0,164.0,173.33333333333334,80.0,11.0,3.0164182226396115,423.3333333333333,178.0,547.44,72.0,23.0,5.224609375,0.000122671033433754,2.713261967274618,253.33333333333334,5788.0,557.7803203661326
0.0,4,1,0,1,1,1,54953.333333333336,966.6666666666666,-6.6666666666667425,-3.3333333333332575,0.0,-202.0,12,7,-656.0,22.0,6.0,,,,-27,113.33333333333333,656.0,183.0,176.66666666666666,76.66666666666667,9.0,3.373481551730773,356.6666666666667,158.0,545.1333333333333,56.0,55.0,5.4443359375,0.00013606139292327756,2.7177981366060218,243.33333333333334,5909.0,739.2248580020046
0.0,18,1,0,0,1,1,55916.666666666664,963.3333333333334,-3.3333333333332575,-3.3333333333333712,0.0,-156.0,12,7,-629.0,22.0,6.0,,,,-22,113.33333333333333,629.0,187.0,,,,,356.6666666666667,188.0,545.6466666666668,5.0,143.0,5.94482421875,0.00036880992974827186,2.934469721342687,,6016.0,1056.0981149216443
0.0,4,1,0,1,1,1,56876.666666666664,960.0,-3.3333333333333712,3.3333333333333712,0.0,-257.0,12,6,-680.0,21.0,6.0,,,,-34,110.0,680.0,179.0,180.0,80.0,10.0,2.435679930680939,430.0,241.0,546.1600000000001,81.0,37.0,6.48193359375,0.007837965763564289,2.9267220203027318,236.66666666666666,6229.0,596.5202982601492
0.0,22,1,1,1,1,1,57840.0,963.3333333333334,3.3333333333333712,-3.3333333333333712,0.0,-123.0,10,7,165.0,3.0,2.0,-671.0,21.0,6.0,5,113.33333333333333,727.0,184.0,210.0,110.0,12.0,3.9761236595093976,420.0,188.0,548.98,81.0,22.0,6.45751953125,0.001627085206320397,2.9147436989041173,206.66666666666666,6391.0,545.7691795713715
0.0,18,1,0,1,1,1,58800.0,960.0,-3.3333333333333712,-3.3333333333333712,0.0,-171.0,13,7,-644.0,20.0,5.0,,,,-23,110.0,644.0,177.0,180.0,83.33333333333333,9.0,3.402707017723804,430.0,177.0,546.1600000000001,66.0,30.0,6.38427734375,0.000458856096436118,2.857738437105488,236.66666666666666,6263.0,761.0882687428922
0.0,18,1,0,1,1,1,59756.666666666664,956.6666666666666,-3.3333333333333712,3.3333333333333712,0.0,-186.0,12,7,-618.0,21.0,6.0,,,,-27,110.0,618.0,175.0,176.66666666666666,83.33333333333333,12.0,2.2551130518178297,413.3333333333333,173.0,543.3399999999999,53.0,39.0,6.48193359375,0.0004075923020971805,2.9190884616319317,236.66666666666666,6016.0,806.7824422261725
0.0,18,1,0,1,1,1,60716.666666666664,960.0,3.3333333333333712,-3.3333333333333712,0.0,-192.0,12,7,-668.0,21.0,6.0,,,,-25,110.0,668.0,178.0,173.33333333333334,76.66666666666667,14.0,2.9230327243033702,430.0,193.0,546.1600000000001,57.0,51.0,5.11474609375,0.0004886437502877881,2.878637278984955,246.66666666666666,6085.0,697.9284673895453
0.0,18,1,0,1,1,1,61673.333333333336,956.6666666666666,-3.3333333333333712,0.0,0.0,-195.0,12,8,-691.0,22.0,6.0,,,,-25,113.33333333333333,691.0,189.0,176.66666666666666,83.33333333333333,10.0,3.6990614717004107,410.0,176.0,543.3399999999999,64.0,42.0,6.65283203125,7.442004312033904e-05,2.9813690724144646,236.66666666666666,6180.0,623.7133364586942
0.0,18,1,0,1,1,1,62630.0,956.6666666666666,0.0,3.3333333333333712,0.0,-195.0,12,7,-628.0,22.0,5.0,,,,-27,113.33333333333333,628.0,171.0,173.33333333333334,76.66666666666667,8.0,3.0495687128286004,406.6666666666667,173.0,540.0066666666667,56.0,40.0,5.26123046875,0.00016703893898961585,2.695361613447626,246.66666666666666,6047.0,774.6600103288001
0.0,18,1,0,1,1,1,63590.0,960.0,3.3333333333333712,0.0,0.0,-181.0,12,7,-605.0,22.0,6.0,,,,-25,113.33333333333333,632.0,144.0,176.66666666666666,80.0,12.0,2.3912364592652207,423.3333333333333,182.0,546.1600000000001,54.0,45.0,5.28564453125,0.0003447307915591872,2.9062016944028533,243.33333333333334,5828.0,617.7388590254898
0.0,18,1,0,1,1,1,64550.0,960.0,0.0,-3.3333333333333712,0.0,-158.0,13,7,-637.0,20.0,5.0,,,,-22,110.0,637.0,156.0,180.0,83.33333333333333,8.0,2.9360738293032593,423.3333333333333,188.0,546.1600000000001,62.0,35.0,6.396484375,0.00014576654216420212,2.8496509937080434,236.66666666666666,6002.0,676.5869944944392
0.0,18,1,0,1,1,1,65506.666666666664,956.6666666666666,-3.3333333333333712,0.0,0.0,-184.0,12,7,-644.0,21.0,6.0,,,,-25,110.0,644.0,165.0,213.33333333333334,120.0,8.0,3.599560778421809,416.6666666666667,176.0,543.3399999999999,54.0,43.0,5.908203125,6.241801443555946e-05,3.128833723565399,200.0,6004.0,753.1055900621118
0.0,18,1,0,1,1,1,66463.33333333333,956.6666666666666,0.0,0.0,0.0,-173.0,12,7,-594.0,22.0,6.0,,,,-26,113.33333333333333,594.0,187.0,213.33333333333334,116.66666666666667,20.0,3.0413419161821142,413.3333333333333,179.0,543.3399999999999,51.0,60.0,6.50634765625,0.00042848931535734484,2.9425618855997913,203.33333333333334,5918.0,819.672131147541
0.0,18,1,0,1,1,1,67420.0,956.6666666666666,0.0,-3.3333333333332575,0.0,-171.0,12,7,-629.0,21.0,6.0,,,,-24,110.0,629.0,162.0,176.66666666666666,80.0,12.0,2.7745600692544237,410.0,170.0,543.3399999999999,54.0,33.0,6.4697265625,0.0012304190557345133,2.913152148034605,240.0,5772.0,682.2999470058293
0.0,18,1,0,1,1,1,68373.33333333333,953.3333333333334,-3.3333333333332575,3.3333333333332575,0.0,-174.0,12,8,-617.0,22.0,6.0,,,,-25,113.33333333333333,617.0,149.0,176.66666666666666,80.0,6.0,3.2685761827385367,353.3333333333333,158.0,543.8533333333334,60.0,24.0,6.5185546875,0.0007213530601382382,2.9407896377034217,236.66666666666666,5798.0,575.2505307370969
0.0,18,1,0,1,1,1,69330.0,956.6666666666666,3.3333333333332575,3.3333333333333712,0.0,-177.0,12,7,-611.0,21.0,6.0,,,,-26,110.0,611.0,146.0,176.66666666666666,76.66666666666667,8.0,2.9063413478763493,400.0,161.0,543.3399999999999,54.0,25.0,6.494140625,0.0003294392933340546,2.909584672524985,240.0,5860.0,716.0392798690672
0.0,4,1,0,1,1,1,70290.0,960.0,3.3333333333333712,6.666666666666629,0.0,-237.0,12,7,-668.0,22.0,6.0,,,,-31,113.33333333333333,668.0,169.0,176.66666666666666,76.66666666666667,10.0,2.785768517940685,370.0,151.0,546.1600000000001,55.0,28.0,5.21240234375,0.0004607735397912427,2.8274969307432936,243.33333333333334,5867.0,609.0558608809778
